,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215
13,"(-73.9816, 40.7521)","(-73.98022, 40.75153)","(-73.98022, 40.75153)","(-73.97978, 40.75214)","(-73.97952, 40.75251)","(-73.97939, 40.75265)","(-73.97927, 40.75281)","(-73.97918, 40.75293)","(-73.97908, 40.75312)","(-73.9788, 40.7535)","(-73.97836, 40.75411)","(-73.97812, 40.75443)","(-73.9779, 40.75474)","(-73.97744, 40.75538)","(-73.9772, 40.75571)","(-73.97698, 40.75601)","(-73.97653, 40.75663)","(-73.9763, 40.75694)","(-73.97607, 40.75724)","(-73.97562, 40.75787)","(-73.97539, 40.75822)","(-73.97517, 40.75851)","(-73.97472, 40.75914)","(-73.97449, 40.75945)","(-73.97427, 40.75976)","(-73.97381, 40.76039)","(-73.97352, 40.76079)","(-73.97335, 40.76102)","(-73.97291, 40.76162)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"(-73.98778, 40.75099)","(-73.98783, 40.7507)","(-73.98783, 40.7507)","(-73.98798, 40.75074)","(-73.9898, 40.75152)","(-73.99016, 40.75167)","(-73.99298, 40.75286)","(-73.99298, 40.75286)","(-73.99253, 40.75347)","(-73.99208, 40.75409)","(-73.99163, 40.75471)","(-73.99118, 40.75533)","(-73.99072, 40.75595)","(-73.99028, 40.75657)","(-73.98979, 40.75723)","(-73.9893, 40.75791)","(-73.98914, 40.75813)","(-73.98884, 40.75854)","(-73.98838, 40.75916)","(-73.98793, 40.75979)","(-73.98746, 40.76041)","(-73.98702, 40.76104)","(-73.98656, 40.76166)","(-73.98611, 40.76229)","(-73.98565, 40.76292)","(-73.98519, 40.76354)","(-73.98474, 40.76417)","(-73.98429, 40.7648)","(-73.98399, 40.7652)","(-73.98382, 40.76542)","(-73.98337, 40.76605)","(-73.98337, 40.76605)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"(-74.01323, 40.71754)","(-74.0133, 40.71757)","(-74.01331, 40.71757)","(-74.01332, 40.71757)","(-74.01332, 40.71756)","(-74.01333, 40.71751)","(-74.01333, 40.7175)","(-74.01334, 40.7175)","(-74.01335, 40.7175)","(-74.01335, 40.71751)","(-74.01334, 40.71757)","(-74.01333, 40.71757)","(-74.01332, 40.71756)","(-74.0133, 40.71753)","(-74.01328, 40.7175)","(-74.01314, 40.71744)","(-74.01313, 40.71749)","(-74.01296, 40.71821)","(-74.01287, 40.71855)","(-74.01284, 40.71864)","(-74.01281, 40.71872)","(-74.01277, 40.71895)","(-74.01274, 40.71907)","(-74.01272, 40.71919)","(-74.01269, 40.7193)","(-74.01267, 40.71937)","(-74.01266, 40.71948)","(-74.01265, 40.71959)","(-74.01264, 40.71963)","(-74.01263, 40.71968)","(-74.01248, 40.72024)","(-74.01242, 40.72048)","(-74.01241, 40.72052)","(-74.01241, 40.72056)","(-74.0124, 40.7206)","(-74.01239, 40.72064)","(-74.01238, 40.7207)","(-74.01236, 40.72076)","(-74.01235, 40.72083)","(-74.01234, 40.72087)","(-74.01232, 40.72098)","(-74.01231, 40.721)","(-74.0123, 40.72102)","(-74.01228, 40.72104)","(-74.01227, 40.72105)","(-74.01226, 40.72107)","(-74.01225, 40.72109)","(-74.01224, 40.72111)","(-74.01224, 40.72112)","(-74.012, 40.72225)","(-74.01197, 40.72245)","(-74.01188, 40.72291)","(-74.0117, 40.72376)","(-74.01161, 40.72423)","(-74.01157, 40.72441)","(-74.01145, 40.72511)","(-74.01139, 40.72539)","(-74.01136, 40.7256)","(-74.01133, 40.72576)","(-74.01133, 40.72583)","(-74.01133, 40.72591)","(-74.01132, 40.72602)","(-74.01131, 40.72613)","(-74.01127, 40.72636)","(-74.0111, 40.72766)","(-74.011, 40.72821)","(-74.01096, 40.72867)","(-74.01096, 40.72872)","(-74.01096, 40.72875)","(-74.01096, 40.72878)","(-74.01096, 40.72882)","(-74.01097, 40.72885)","(-74.01097, 40.72888)","(-74.01097, 40.72892)","(-74.01095, 40.72917)","(-74.01094, 40.72926)","(-74.01092, 40.72944)","(-74.01092, 40.72948)","(-74.01091, 40.72951)","(-74.0109, 40.72955)","(-74.01089, 40.72958)","(-74.01087, 40.72961)","(-74.01087, 40.72965)","(-74.01086, 40.72968)","(-74.01086, 40.72971)","(-74.01086, 40.72975)","(-74.01086, 40.72975)","(-74.01082, 40.72975)","(-74.01077, 40.72974)","(-74.01072, 40.72974)","(-74.0105, 40.72973)","(-74.01037, 40.72972)","(-74.01035, 40.72986)","(-74.01035, 40.72986)","(-74.00933, 40.72975)","(-74.00923, 40.72974)","(-74.00909, 40.72972)","(-74.00839, 40.72964)","(-74.00696, 40.72951)","(-74.00696, 40.72951)","(-74.00684, 40.73024)","(-74.00672, 40.73095)","(-74.00661, 40.73168)","(-74.00656, 40.732)","(-74.00648, 40.73243)","(-74.00642, 40.73306)","(-74.00632, 40.73372)","(-74.00623, 40.73436)","(-74.0062, 40.73444)","(-74.00618, 40.73451)","(-74.00609, 40.73513)","(-74.00599, 40.73576)","(-74.00598, 40.73584)","(-74.00597, 40.73592)","(-74.00591, 40.73624)","(-74.00587, 40.73643)","(-74.00586, 40.73649)","(-74.00583, 40.73656)","(-74.00581, 40.73661)","(-74.00577, 40.73667)","(-74.00573, 40.73671)","(-74.0057, 40.73675)","(-74.00562, 40.73682)","(-74.0056, 40.73684)","(-74.00556, 40.73687)","(-74.00556, 40.73687)","(-74.00544, 40.73698)","(-74.00481, 40.73755)","(-74.00458, 40.73776)","(-74.00415, 40.73813)","(-74.00407, 40.73821)","(-74.00397, 40.73829)","(-74.00373, 40.7385)","(-74.00345, 40.73876)","(-74.0031, 40.73906)","(-74.0028, 40.73937)","(-74.00253, 40.73974)","(-74.00224, 40.74015)","(-74.00202, 40.74044)","(-74.00191, 40.74059)","(-74.00156, 40.74107)","(-74.00133, 40.74139)","(-74.00113, 40.74166)","(-74.0007, 40.74225)","(-74.00049, 40.74254)","(-74.00028, 40.74284)","(-73.99984, 40.74342)","(-73.99963, 40.74373)","(-73.99942, 40.74401)","(-73.99898, 40.74463)","(-73.99873, 40.74497)","(-73.99848, 40.7453)","(-73.99801, 40.74595)","(-73.9978, 40.74623)","(-73.99755, 40.74658)","(-73.9971, 40.7472)","(-73.99665, 40.74782)","(-73.9962, 40.74843)","(-73.99575, 40.74905)","(-73.9953, 40.74967)","(-73.99505, 40.75001)","(-73.99485, 40.75028)","(-73.99436, 40.75094)","(-73.99418, 40.7512)","(-73.99395, 40.75151)","(-73.99365, 40.75193)","(-73.99356, 40.75205)","(-73.99345, 40.75219)","(-73.99336, 40.75231)","(-73.99304, 40.75276)","(-73.99298, 40.75286)","(-73.99253, 40.75347)","(-73.99208, 40.75409)","(-73.99163, 40.75471)","(-73.99118, 40.75533)","(-73.99072, 40.75595)","(-73.99028, 40.75657)","(-73.98979, 40.75723)","(-73.9893, 40.75791)","(-73.98914, 40.75813)","(-73.98884, 40.75854)","(-73.98838, 40.75916)","(-73.98793, 40.75979)","(-73.98746, 40.76041)","(-73.98702, 40.76104)","(-73.98656, 40.76166)","(-73.98611, 40.76229)","(-73.98565, 40.76292)","(-73.98519, 40.76354)","(-73.98474, 40.76417)","(-73.98429, 40.7648)","(-73.98399, 40.7652)","(-73.98382, 40.76542)","(-73.98337, 40.76605)","(-73.98337, 40.76605)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,
16,"(-73.99475, 40.75042)","(-73.99436, 40.75094)","(-73.99418, 40.7512)","(-73.99395, 40.75151)","(-73.99365, 40.75193)","(-73.99356, 40.75205)","(-73.99345, 40.75219)","(-73.99336, 40.75231)","(-73.99304, 40.75276)","(-73.99298, 40.75286)","(-73.99253, 40.75347)","(-73.99208, 40.75409)","(-73.99163, 40.75471)","(-73.99118, 40.75533)","(-73.99072, 40.75595)","(-73.99028, 40.75657)","(-73.98979, 40.75723)","(-73.9893, 40.75791)","(-73.98914, 40.75813)","(-73.98884, 40.75854)","(-73.98838, 40.75916)","(-73.98793, 40.75979)","(-73.98746, 40.76041)","(-73.98702, 40.76104)","(-73.98656, 40.76166)","(-73.98611, 40.76229)","(-73.98565, 40.76292)","(-73.98519, 40.76354)","(-73.98474, 40.76417)","(-73.98429, 40.7648)","(-73.98399, 40.7652)","(-73.98382, 40.76542)","(-73.98337, 40.76605)","(-73.98337, 40.76605)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"(-73.97378, 40.76442)","(-73.97404, 40.76405)","(-73.9741, 40.76392)","(-73.9741, 40.76392)","(-73.97368, 40.76374)","(-73.97346, 40.76365)","(-73.97346, 40.76365)","(-73.97396, 40.76297)","(-73.97446, 40.7623)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"(-73.99089, 40.75769)","(-73.98979, 40.75723)","(-73.98979, 40.75723)","(-73.9893, 40.75791)","(-73.98914, 40.75813)","(-73.98884, 40.75854)","(-73.98838, 40.75916)","(-73.98793, 40.75979)","(-73.98746, 40.76041)","(-73.98702, 40.76104)","(-73.98656, 40.76166)","(-73.98611, 40.76229)","(-73.98565, 40.76292)","(-73.98519, 40.76354)","(-73.98474, 40.76417)","(-73.98429, 40.7648)","(-73.98399, 40.7652)","(-73.98382, 40.76542)","(-73.98337, 40.76605)","(-73.98337, 40.76605)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"(-73.98815, 40.74856)","(-73.98817, 40.74845)","(-73.9882, 40.74831)","(-73.98824, 40.74811)","(-73.98836, 40.74754)","(-73.98836, 40.74754)","(-73.98917, 40.74789)","(-73.99162, 40.74894)","(-73.99201, 40.7491)","(-73.99288, 40.74947)","(-73.99302, 40.74952)","(-73.99391, 40.74989)","(-73.99467, 40.75021)","(-73.99485, 40.75028)","(-73.99485, 40.75028)","(-73.99436, 40.75094)","(-73.99418, 40.7512)","(-73.99395, 40.75151)","(-73.99365, 40.75193)","(-73.99356, 40.75205)","(-73.99345, 40.75219)","(-73.99336, 40.75231)","(-73.99304, 40.75276)","(-73.99298, 40.75286)","(-73.99253, 40.75347)","(-73.99208, 40.75409)","(-73.99163, 40.75471)","(-73.99118, 40.75533)","(-73.99072, 40.75595)","(-73.99028, 40.75657)","(-73.98979, 40.75723)","(-73.9893, 40.75791)","(-73.98914, 40.75813)","(-73.98884, 40.75854)","(-73.98838, 40.75916)","(-73.98793, 40.75979)","(-73.98746, 40.76041)","(-73.98702, 40.76104)","(-73.98656, 40.76166)","(-73.98611, 40.76229)","(-73.98565, 40.76292)","(-73.98519, 40.76354)","(-73.98474, 40.76417)","(-73.98429, 40.7648)","(-73.98399, 40.7652)","(-73.98382, 40.76542)","(-73.98337, 40.76605)","(-73.98337, 40.76605)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"(-73.98318, 40.75533)","(-73.98362, 40.75552)","(-73.98362, 40.75552)","(-73.98316, 40.75615)","(-73.9827, 40.75677)","(-73.98226, 40.75739)","(-73.98181, 40.75803)","(-73.98136, 40.75865)","(-73.98112, 40.75895)","(-73.98089, 40.75927)","(-73.98082, 40.75936)","(-73.98066, 40.75958)","(-73.98044, 40.75989)","(-73.98021, 40.76021)","(-73.97998, 40.76054)","(-73.97953, 40.76115)","(-73.97907, 40.76178)","(-73.9786, 40.7624)","(-73.97814, 40.76303)","(-73.9777, 40.76365)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"(-73.97719, 40.76345)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"(-73.98472, 40.73627)","(-73.98495, 40.73636)","(-73.98495, 40.73636)","(-73.98453, 40.73695)","(-73.98409, 40.73754)","(-73.98365, 40.73816)","(-73.98316, 40.73884)","(-73.98295, 40.73912)","(-73.98267, 40.7395)","(-73.9822, 40.74009)","(-73.98192, 40.74048)","(-73.98176, 40.74072)","(-73.98131, 40.74133)","(-73.98086, 40.74195)","(-73.98041, 40.74258)","(-73.97995, 40.7432)","(-73.9795, 40.74382)","(-73.97907, 40.74445)","(-73.97863, 40.74506)","(-73.97812, 40.74572)","(-73.97766, 40.74638)","(-73.9772, 40.74703)","(-73.97681, 40.74754)","(-73.97676, 40.74763)","(-73.9767, 40.74772)","(-73.97642, 40.7481)","(-73.97631, 40.74826)","(-73.97586, 40.74888)","(-73.9758, 40.74895)","(-73.97547, 40.74939)","(-73.97539, 40.7495)","(-73.97493, 40.75011)","(-73.97449, 40.75079)","(-73.974, 40.75147)","(-73.97355, 40.75209)","(-73.97309, 40.75271)","(-73.97264, 40.75333)","(-73.97217, 40.75397)","(-73.97171, 40.75459)","(-73.97125, 40.75522)","(-73.97078, 40.75584)","(-73.97032, 40.75646)","(-73.96988, 40.75709)","(-73.96942, 40.75771)","(-73.96937, 40.75777)","(-73.96896, 40.75835)","(-73.9685, 40.75897)","(-73.9685, 40.75897)","(-73.96864, 40.75904)","(-73.96993, 40.75959)","(-73.97009, 40.75963)","(-73.97117, 40.7601)","(-73.9716, 40.76028)","(-73.97179, 40.76035)","(-73.97335, 40.76102)","(-73.97335, 40.76102)","(-73.97291, 40.76162)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"(-73.97029, 40.75972)","(-73.97117, 40.7601)","(-73.9716, 40.76028)","(-73.97179, 40.76035)","(-73.97335, 40.76102)","(-73.97335, 40.76102)","(-73.97291, 40.76162)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"(-73.97977, 40.73908)","(-73.97998, 40.73916)","(-73.9822, 40.74009)","(-73.9822, 40.74009)","(-73.98192, 40.74048)","(-73.98176, 40.74072)","(-73.98131, 40.74133)","(-73.98086, 40.74195)","(-73.98041, 40.74258)","(-73.97995, 40.7432)","(-73.9795, 40.74382)","(-73.97907, 40.74445)","(-73.97863, 40.74506)","(-73.97812, 40.74572)","(-73.97766, 40.74638)","(-73.9772, 40.74703)","(-73.97681, 40.74754)","(-73.97676, 40.74763)","(-73.9767, 40.74772)","(-73.97642, 40.7481)","(-73.97631, 40.74826)","(-73.97586, 40.74888)","(-73.9758, 40.74895)","(-73.97547, 40.74939)","(-73.97539, 40.7495)","(-73.97493, 40.75011)","(-73.97449, 40.75079)","(-73.974, 40.75147)","(-73.97355, 40.75209)","(-73.97309, 40.75271)","(-73.97264, 40.75333)","(-73.97217, 40.75397)","(-73.97171, 40.75459)","(-73.97125, 40.75522)","(-73.97078, 40.75584)","(-73.97032, 40.75646)","(-73.96988, 40.75709)","(-73.96942, 40.75771)","(-73.96937, 40.75777)","(-73.96896, 40.75835)","(-73.9685, 40.75897)","(-73.9685, 40.75897)","(-73.96864, 40.75904)","(-73.96993, 40.75959)","(-73.97009, 40.75963)","(-73.97117, 40.7601)","(-73.9716, 40.76028)","(-73.97179, 40.76035)","(-73.97335, 40.76102)","(-73.97335, 40.76102)","(-73.97291, 40.76162)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"(-73.9851, 40.76368)","(-73.98474, 40.76417)","(-73.98429, 40.7648)","(-73.98399, 40.7652)","(-73.98382, 40.76542)","(-73.98337, 40.76605)","(-73.98337, 40.76605)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"(-73.98283, 40.76349)","(-73.98288, 40.76339)","(-73.98293, 40.7633)","(-73.983, 40.76318)","(-73.98321, 40.76282)","(-73.98326, 40.76273)","(-73.98326, 40.76273)","(-73.98309, 40.76266)","(-73.98281, 40.76254)","(-73.98236, 40.76235)","(-73.98212, 40.76226)","(-73.98119, 40.76187)","(-73.98096, 40.76178)","(-73.97999, 40.76136)","(-73.97953, 40.76115)","(-73.97953, 40.76115)","(-73.97907, 40.76178)","(-73.9786, 40.7624)","(-73.97814, 40.76303)","(-73.9777, 40.76365)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"(-73.99065, 40.76665)","(-73.99042, 40.76656)","(-73.99042, 40.76656)","(-73.98997, 40.7672)","(-73.98997, 40.7672)","(-73.98711, 40.76598)","(-73.98429, 40.7648)","(-73.98252, 40.76405)","(-73.98241, 40.76401)","(-73.98238, 40.76399)","(-73.98231, 40.76396)","(-73.98201, 40.76384)","(-73.98144, 40.76361)","(-73.9803, 40.76313)","(-73.97907, 40.7626)","(-73.9786, 40.7624)","(-73.9786, 40.7624)","(-73.97814, 40.76303)","(-73.9777, 40.76365)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"(-73.9672, 40.76101)","(-73.96707, 40.76095)","(-73.96689, 40.76085)","(-73.96664, 40.76074)","(-73.96505, 40.76007)","(-73.96481, 40.75997)","(-73.96481, 40.75997)","(-73.96502, 40.75968)","(-73.96529, 40.75931)","(-73.96579, 40.75863)","(-73.96624, 40.758)","(-73.96624, 40.758)","(-73.96804, 40.75876)","(-73.9683, 40.75889)","(-73.9685, 40.75897)","(-73.96864, 40.75904)","(-73.96993, 40.75959)","(-73.97009, 40.75963)","(-73.97117, 40.7601)","(-73.9716, 40.76028)","(-73.97179, 40.76035)","(-73.97335, 40.76102)","(-73.97335, 40.76102)","(-73.97291, 40.76162)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
