,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215
46,"(-74.00809, 40.73932)","(-74.00809, 40.73929)","(-74.00811, 40.73876)","(-74.00814, 40.73846)","(-74.00816, 40.73816)","(-74.00822, 40.73755)","(-74.00825, 40.73697)","(-74.00829, 40.73664)","(-74.00834, 40.73619)","(-74.00834, 40.73619)","(-74.00659, 40.73644)","(-74.00629, 40.73648)","(-74.006, 40.73651)","(-74.00594, 40.73652)","(-74.00591, 40.73652)","(-74.00588, 40.73653)","(-74.00585, 40.73654)","(-74.00583, 40.73656)","(-74.00583, 40.73656)","(-74.00581, 40.73661)","(-74.00577, 40.73667)","(-74.00573, 40.73671)","(-74.0057, 40.73675)","(-74.00562, 40.73682)","(-74.0056, 40.73684)","(-74.00556, 40.73687)","(-74.00556, 40.73687)","(-74.00544, 40.73698)","(-74.00481, 40.73755)","(-74.00458, 40.73776)","(-74.00415, 40.73813)","(-74.00407, 40.73821)","(-74.00397, 40.73829)","(-74.00373, 40.7385)","(-74.00345, 40.73876)","(-74.0031, 40.73906)","(-74.0028, 40.73937)","(-74.00253, 40.73974)","(-74.00224, 40.74015)","(-74.00202, 40.74044)","(-74.00191, 40.74059)","(-74.00156, 40.74107)","(-74.00133, 40.74139)","(-74.00113, 40.74166)","(-74.0007, 40.74225)","(-74.00049, 40.74254)","(-74.00028, 40.74284)","(-73.99984, 40.74342)","(-73.99963, 40.74373)","(-73.99942, 40.74401)","(-73.99898, 40.74463)","(-73.99873, 40.74497)","(-73.99848, 40.7453)","(-73.99801, 40.74595)","(-73.9978, 40.74623)","(-73.99755, 40.74658)","(-73.9971, 40.7472)","(-73.99665, 40.74782)","(-73.9962, 40.74843)","(-73.99575, 40.74905)","(-73.9953, 40.74967)","(-73.99505, 40.75001)","(-73.99485, 40.75028)","(-73.99436, 40.75094)","(-73.99418, 40.7512)","(-73.99395, 40.75151)","(-73.99365, 40.75193)","(-73.99356, 40.75205)","(-73.99345, 40.75219)","(-73.99336, 40.75231)","(-73.99304, 40.75276)","(-73.99298, 40.75286)","(-73.99253, 40.75347)","(-73.99208, 40.75409)","(-73.99163, 40.75471)","(-73.99118, 40.75533)","(-73.99072, 40.75595)","(-73.99028, 40.75657)","(-73.98979, 40.75723)","(-73.9893, 40.75791)","(-73.98914, 40.75813)","(-73.98884, 40.75854)","(-73.98838, 40.75916)","(-73.98793, 40.75979)","(-73.98746, 40.76041)","(-73.98702, 40.76104)","(-73.98656, 40.76166)","(-73.98611, 40.76229)","(-73.98565, 40.76292)","(-73.98519, 40.76354)","(-73.98474, 40.76417)","(-73.98429, 40.7648)","(-73.98399, 40.7652)","(-73.98382, 40.76542)","(-73.98337, 40.76605)","(-73.98337, 40.76605)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"(-73.98179, 40.76693)","(-73.98184, 40.76665)","(-73.98188, 40.76632)","(-73.98197, 40.76583)","(-73.98202, 40.76558)","(-73.98203, 40.76549)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"(-73.99475, 40.75042)","(-73.99436, 40.75094)","(-73.99418, 40.7512)","(-73.99395, 40.75151)","(-73.99365, 40.75193)","(-73.99356, 40.75205)","(-73.99345, 40.75219)","(-73.99336, 40.75231)","(-73.99304, 40.75276)","(-73.99298, 40.75286)","(-73.99253, 40.75347)","(-73.99208, 40.75409)","(-73.99163, 40.75471)","(-73.99118, 40.75533)","(-73.99072, 40.75595)","(-73.99028, 40.75657)","(-73.98979, 40.75723)","(-73.9893, 40.75791)","(-73.98914, 40.75813)","(-73.98884, 40.75854)","(-73.98838, 40.75916)","(-73.98793, 40.75979)","(-73.98746, 40.76041)","(-73.98702, 40.76104)","(-73.98656, 40.76166)","(-73.98611, 40.76229)","(-73.98565, 40.76292)","(-73.98519, 40.76354)","(-73.98474, 40.76417)","(-73.98429, 40.7648)","(-73.98399, 40.7652)","(-73.98382, 40.76542)","(-73.98337, 40.76605)","(-73.98337, 40.76605)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"(-73.98179, 40.76693)","(-73.98184, 40.76665)","(-73.98188, 40.76632)","(-73.98197, 40.76583)","(-73.98202, 40.76558)","(-73.98203, 40.76549)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"(-73.99142, 40.75462)","(-73.99163, 40.75471)","(-73.99163, 40.75471)","(-73.99118, 40.75533)","(-73.99072, 40.75595)","(-73.99028, 40.75657)","(-73.98979, 40.75723)","(-73.9893, 40.75791)","(-73.98914, 40.75813)","(-73.98884, 40.75854)","(-73.98838, 40.75916)","(-73.98793, 40.75979)","(-73.98746, 40.76041)","(-73.98702, 40.76104)","(-73.98656, 40.76166)","(-73.98611, 40.76229)","(-73.98565, 40.76292)","(-73.98519, 40.76354)","(-73.98474, 40.76417)","(-73.98429, 40.7648)","(-73.98399, 40.7652)","(-73.98382, 40.76542)","(-73.98337, 40.76605)","(-73.98337, 40.76605)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"(-73.97651, 40.75989)","(-73.97628, 40.75979)","(-73.97472, 40.75914)","(-73.97472, 40.75914)","(-73.97449, 40.75945)","(-73.97427, 40.75976)","(-73.97381, 40.76039)","(-73.97352, 40.76079)","(-73.97335, 40.76102)","(-73.97291, 40.76162)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,"(-73.99089, 40.75769)","(-73.98979, 40.75723)","(-73.98979, 40.75723)","(-73.9893, 40.75791)","(-73.98914, 40.75813)","(-73.98884, 40.75854)","(-73.98838, 40.75916)","(-73.98793, 40.75979)","(-73.98746, 40.76041)","(-73.98702, 40.76104)","(-73.98656, 40.76166)","(-73.98611, 40.76229)","(-73.98565, 40.76292)","(-73.98519, 40.76354)","(-73.98474, 40.76417)","(-73.98429, 40.7648)","(-73.98399, 40.7652)","(-73.98382, 40.76542)","(-73.98337, 40.76605)","(-73.98337, 40.76605)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"(-73.9909, 40.75024)","(-73.9911, 40.75033)","(-73.99175, 40.75058)","(-73.992, 40.75069)","(-73.99212, 40.75074)","(-73.99332, 40.75124)","(-73.99344, 40.75129)","(-73.99371, 40.75141)","(-73.99395, 40.75151)","(-73.99395, 40.75151)","(-73.99365, 40.75193)","(-73.99356, 40.75205)","(-73.99345, 40.75219)","(-73.99336, 40.75231)","(-73.99304, 40.75276)","(-73.99298, 40.75286)","(-73.99253, 40.75347)","(-73.99208, 40.75409)","(-73.99163, 40.75471)","(-73.99118, 40.75533)","(-73.99072, 40.75595)","(-73.99028, 40.75657)","(-73.98979, 40.75723)","(-73.9893, 40.75791)","(-73.98914, 40.75813)","(-73.98884, 40.75854)","(-73.98838, 40.75916)","(-73.98793, 40.75979)","(-73.98746, 40.76041)","(-73.98702, 40.76104)","(-73.98656, 40.76166)","(-73.98611, 40.76229)","(-73.98565, 40.76292)","(-73.98519, 40.76354)","(-73.98474, 40.76417)","(-73.98429, 40.7648)","(-73.98399, 40.7652)","(-73.98382, 40.76542)","(-73.98337, 40.76605)","(-73.98337, 40.76605)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"(-74.00617, 40.73649)","(-74.006, 40.73651)","(-74.00594, 40.73652)","(-74.00591, 40.73652)","(-74.00588, 40.73653)","(-74.00585, 40.73654)","(-74.00583, 40.73656)","(-74.00583, 40.73656)","(-74.00581, 40.73661)","(-74.00577, 40.73667)","(-74.00573, 40.73671)","(-74.0057, 40.73675)","(-74.00562, 40.73682)","(-74.0056, 40.73684)","(-74.00556, 40.73687)","(-74.00556, 40.73687)","(-74.00544, 40.73698)","(-74.00481, 40.73755)","(-74.00458, 40.73776)","(-74.00415, 40.73813)","(-74.00407, 40.73821)","(-74.00397, 40.73829)","(-74.00373, 40.7385)","(-74.00345, 40.73876)","(-74.0031, 40.73906)","(-74.0028, 40.73937)","(-74.00253, 40.73974)","(-74.00224, 40.74015)","(-74.00202, 40.74044)","(-74.00191, 40.74059)","(-74.00156, 40.74107)","(-74.00133, 40.74139)","(-74.00113, 40.74166)","(-74.0007, 40.74225)","(-74.00049, 40.74254)","(-74.00028, 40.74284)","(-73.99984, 40.74342)","(-73.99963, 40.74373)","(-73.99942, 40.74401)","(-73.99898, 40.74463)","(-73.99873, 40.74497)","(-73.99848, 40.7453)","(-73.99801, 40.74595)","(-73.9978, 40.74623)","(-73.99755, 40.74658)","(-73.9971, 40.7472)","(-73.99665, 40.74782)","(-73.9962, 40.74843)","(-73.99575, 40.74905)","(-73.9953, 40.74967)","(-73.99505, 40.75001)","(-73.99485, 40.75028)","(-73.99436, 40.75094)","(-73.99418, 40.7512)","(-73.99395, 40.75151)","(-73.99365, 40.75193)","(-73.99356, 40.75205)","(-73.99345, 40.75219)","(-73.99336, 40.75231)","(-73.99304, 40.75276)","(-73.99298, 40.75286)","(-73.99253, 40.75347)","(-73.99208, 40.75409)","(-73.99163, 40.75471)","(-73.99118, 40.75533)","(-73.99072, 40.75595)","(-73.99028, 40.75657)","(-73.98979, 40.75723)","(-73.9893, 40.75791)","(-73.98914, 40.75813)","(-73.98884, 40.75854)","(-73.98838, 40.75916)","(-73.98793, 40.75979)","(-73.98746, 40.76041)","(-73.98702, 40.76104)","(-73.98656, 40.76166)","(-73.98611, 40.76229)","(-73.98565, 40.76292)","(-73.98519, 40.76354)","(-73.98474, 40.76417)","(-73.98429, 40.7648)","(-73.98399, 40.7652)","(-73.98382, 40.76542)","(-73.98337, 40.76605)","(-73.98337, 40.76605)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"(-73.9816, 40.7521)","(-73.98022, 40.75153)","(-73.98022, 40.75153)","(-73.97978, 40.75214)","(-73.97952, 40.75251)","(-73.97939, 40.75265)","(-73.97927, 40.75281)","(-73.97918, 40.75293)","(-73.97908, 40.75312)","(-73.9788, 40.7535)","(-73.97836, 40.75411)","(-73.97812, 40.75443)","(-73.9779, 40.75474)","(-73.97744, 40.75538)","(-73.9772, 40.75571)","(-73.97698, 40.75601)","(-73.97653, 40.75663)","(-73.9763, 40.75694)","(-73.97607, 40.75724)","(-73.97562, 40.75787)","(-73.97539, 40.75822)","(-73.97517, 40.75851)","(-73.97472, 40.75914)","(-73.97449, 40.75945)","(-73.97427, 40.75976)","(-73.97381, 40.76039)","(-73.97352, 40.76079)","(-73.97335, 40.76102)","(-73.97291, 40.76162)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"(-73.9909, 40.75024)","(-73.9911, 40.75033)","(-73.99175, 40.75058)","(-73.992, 40.75069)","(-73.99212, 40.75074)","(-73.99332, 40.75124)","(-73.99344, 40.75129)","(-73.99371, 40.75141)","(-73.99395, 40.75151)","(-73.99395, 40.75151)","(-73.99365, 40.75193)","(-73.99356, 40.75205)","(-73.99345, 40.75219)","(-73.99336, 40.75231)","(-73.99304, 40.75276)","(-73.99298, 40.75286)","(-73.99253, 40.75347)","(-73.99208, 40.75409)","(-73.99163, 40.75471)","(-73.99118, 40.75533)","(-73.99072, 40.75595)","(-73.99028, 40.75657)","(-73.98979, 40.75723)","(-73.9893, 40.75791)","(-73.98914, 40.75813)","(-73.98884, 40.75854)","(-73.98838, 40.75916)","(-73.98793, 40.75979)","(-73.98746, 40.76041)","(-73.98702, 40.76104)","(-73.98656, 40.76166)","(-73.98611, 40.76229)","(-73.98565, 40.76292)","(-73.98519, 40.76354)","(-73.98474, 40.76417)","(-73.98429, 40.7648)","(-73.98399, 40.7652)","(-73.98382, 40.76542)","(-73.98337, 40.76605)","(-73.98337, 40.76605)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"(-73.98179, 40.76693)","(-73.98184, 40.76665)","(-73.98188, 40.76632)","(-73.98197, 40.76583)","(-73.98202, 40.76558)","(-73.98203, 40.76549)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"(-73.9909, 40.75024)","(-73.9911, 40.75033)","(-73.99175, 40.75058)","(-73.992, 40.75069)","(-73.99212, 40.75074)","(-73.99332, 40.75124)","(-73.99344, 40.75129)","(-73.99371, 40.75141)","(-73.99395, 40.75151)","(-73.99395, 40.75151)","(-73.99365, 40.75193)","(-73.99356, 40.75205)","(-73.99345, 40.75219)","(-73.99336, 40.75231)","(-73.99304, 40.75276)","(-73.99298, 40.75286)","(-73.99253, 40.75347)","(-73.99208, 40.75409)","(-73.99163, 40.75471)","(-73.99118, 40.75533)","(-73.99072, 40.75595)","(-73.99028, 40.75657)","(-73.98979, 40.75723)","(-73.9893, 40.75791)","(-73.98914, 40.75813)","(-73.98884, 40.75854)","(-73.98838, 40.75916)","(-73.98793, 40.75979)","(-73.98746, 40.76041)","(-73.98702, 40.76104)","(-73.98656, 40.76166)","(-73.98611, 40.76229)","(-73.98565, 40.76292)","(-73.98519, 40.76354)","(-73.98474, 40.76417)","(-73.98429, 40.7648)","(-73.98399, 40.7652)","(-73.98382, 40.76542)","(-73.98337, 40.76605)","(-73.98337, 40.76605)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"(-73.99065, 40.76665)","(-73.99042, 40.76656)","(-73.99042, 40.76656)","(-73.98997, 40.7672)","(-73.98997, 40.7672)","(-73.98711, 40.76598)","(-73.98429, 40.7648)","(-73.98252, 40.76405)","(-73.98241, 40.76401)","(-73.98238, 40.76399)","(-73.98231, 40.76396)","(-73.98201, 40.76384)","(-73.98144, 40.76361)","(-73.9803, 40.76313)","(-73.97907, 40.7626)","(-73.9786, 40.7624)","(-73.9786, 40.7624)","(-73.97814, 40.76303)","(-73.9777, 40.76365)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"(-73.9909, 40.75024)","(-73.9911, 40.75033)","(-73.99175, 40.75058)","(-73.992, 40.75069)","(-73.99212, 40.75074)","(-73.99332, 40.75124)","(-73.99344, 40.75129)","(-73.99371, 40.75141)","(-73.99395, 40.75151)","(-73.99395, 40.75151)","(-73.99365, 40.75193)","(-73.99356, 40.75205)","(-73.99345, 40.75219)","(-73.99336, 40.75231)","(-73.99304, 40.75276)","(-73.99298, 40.75286)","(-73.99253, 40.75347)","(-73.99208, 40.75409)","(-73.99163, 40.75471)","(-73.99118, 40.75533)","(-73.99072, 40.75595)","(-73.99028, 40.75657)","(-73.98979, 40.75723)","(-73.9893, 40.75791)","(-73.98914, 40.75813)","(-73.98884, 40.75854)","(-73.98838, 40.75916)","(-73.98793, 40.75979)","(-73.98746, 40.76041)","(-73.98702, 40.76104)","(-73.98656, 40.76166)","(-73.98611, 40.76229)","(-73.98565, 40.76292)","(-73.98519, 40.76354)","(-73.98474, 40.76417)","(-73.98429, 40.7648)","(-73.98399, 40.7652)","(-73.98382, 40.76542)","(-73.98337, 40.76605)","(-73.98337, 40.76605)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"(-73.98786, 40.76466)","(-73.98519, 40.76354)","(-73.98519, 40.76354)","(-73.98474, 40.76417)","(-73.98429, 40.7648)","(-73.98399, 40.7652)","(-73.98382, 40.76542)","(-73.98337, 40.76605)","(-73.98337, 40.76605)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"(-73.98665, 40.75515)","(-73.98668, 40.75505)","(-73.98668, 40.75505)","(-73.98745, 40.75537)","(-73.99028, 40.75657)","(-73.99028, 40.75657)","(-73.98979, 40.75723)","(-73.9893, 40.75791)","(-73.98914, 40.75813)","(-73.98884, 40.75854)","(-73.98838, 40.75916)","(-73.98793, 40.75979)","(-73.98746, 40.76041)","(-73.98702, 40.76104)","(-73.98656, 40.76166)","(-73.98611, 40.76229)","(-73.98565, 40.76292)","(-73.98519, 40.76354)","(-73.98474, 40.76417)","(-73.98429, 40.7648)","(-73.98399, 40.7652)","(-73.98382, 40.76542)","(-73.98337, 40.76605)","(-73.98337, 40.76605)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"(-73.9816, 40.7521)","(-73.98022, 40.75153)","(-73.98022, 40.75153)","(-73.97978, 40.75214)","(-73.97952, 40.75251)","(-73.97939, 40.75265)","(-73.97927, 40.75281)","(-73.97918, 40.75293)","(-73.97908, 40.75312)","(-73.9788, 40.7535)","(-73.97836, 40.75411)","(-73.97812, 40.75443)","(-73.9779, 40.75474)","(-73.97744, 40.75538)","(-73.9772, 40.75571)","(-73.97698, 40.75601)","(-73.97653, 40.75663)","(-73.9763, 40.75694)","(-73.97607, 40.75724)","(-73.97562, 40.75787)","(-73.97539, 40.75822)","(-73.97517, 40.75851)","(-73.97472, 40.75914)","(-73.97449, 40.75945)","(-73.97427, 40.75976)","(-73.97381, 40.76039)","(-73.97352, 40.76079)","(-73.97335, 40.76102)","(-73.97291, 40.76162)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
